ID,order_ID,station_ID,material_ID,serialNo,batchNo,installedSpec,installedAt
706a50ce-65e0-4ab3-ada0-1f1a560768e9,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T12:51:00Z
14628ea2-5e34-49d9-af07-0c6c0bd78294,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T12:52:00Z
3ef920b8-039c-4070-a608-add4360403c6,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-163491,,EU,2026-06-02T12:53:00Z
6be96d24-e0bf-4940-aed9-af38cb190763,76e29074-7d9c-43ca-b6db-222f28136961,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-282710,,"400V/5,5kW",2026-06-02T12:57:00Z
01c1e4c7-a55d-48c4-ba7a-b9ee95b0e3a4,76e29074-7d9c-43ca-b6db-222f28136961,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-44782,,,2026-06-02T13:00:00Z
0b740781-d134-421d-9566-63371e8b7ddf,76e29074-7d9c-43ca-b6db-222f28136961,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T13:02:00Z
49a1cc72-6f65-40b1-86e5-c6e993385727,76e29074-7d9c-43ca-b6db-222f28136961,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T13:04:00Z
9f5740be-83ba-407e-86ac-f1fd925477b7,76e29074-7d9c-43ca-b6db-222f28136961,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-154944,,10 bar,2026-06-02T13:06:00Z
877815f2-bda9-4ba4-99e1-15a1720ba731,76e29074-7d9c-43ca-b6db-222f28136961,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-232915,,,2026-06-02T13:07:00Z
0817f32a-53c2-4a81-81f1-917eb300ebd3,76e29074-7d9c-43ca-b6db-222f28136961,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T13:09:00Z
d34361ba-669e-4d85-95a4-0ed570b7c7ba,76e29074-7d9c-43ca-b6db-222f28136961,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T13:10:00Z
5531b579-b011-4172-a2f0-bd833507fa6e,76e29074-7d9c-43ca-b6db-222f28136961,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-877747,,EU,2026-06-02T13:11:00Z
3780de49-13fc-43a1-a0cd-7054ba7c6a70,b18ab9fd-98f2-4443-8e3d-5767de71b94e,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-967611,,"400V/5,5kW",2026-06-02T13:15:00Z
ca439a76-9aaf-40fa-9998-f22f15db2e2e,b18ab9fd-98f2-4443-8e3d-5767de71b94e,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-69441,,,2026-06-02T13:18:00Z
ebfaf6ad-36ac-42ca-a86a-c5648cb88d46,b18ab9fd-98f2-4443-8e3d-5767de71b94e,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T13:20:00Z
a82621fd-5a52-4c6e-aae8-edbf39552462,b18ab9fd-98f2-4443-8e3d-5767de71b94e,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T13:22:00Z
08bfa423-d6c9-4f17-8150-271a2feb211a,b18ab9fd-98f2-4443-8e3d-5767de71b94e,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-518098,,10 bar,2026-06-02T13:24:00Z
c558aa79-8da6-4b27-bb86-45cf1e033b89,b18ab9fd-98f2-4443-8e3d-5767de71b94e,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-536196,,,2026-06-02T13:25:00Z
af2b74fc-6279-44d8-aed0-5c2877fd5816,b18ab9fd-98f2-4443-8e3d-5767de71b94e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T13:27:00Z
ad902b0d-2120-4982-b75a-db181f792330,b18ab9fd-98f2-4443-8e3d-5767de71b94e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T13:28:00Z
455e9779-cf3c-4de7-a879-4a697ed7af5a,b18ab9fd-98f2-4443-8e3d-5767de71b94e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,a3514a86-f23b-4592-a652-a63a1cfc4c53,AN-865054,,US,2026-06-02T13:29:00Z
45c94eeb-4cca-43a7-b1ab-11bed69571ae,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-789786,,"400V/5,5kW",2026-06-02T13:33:00Z
18ad4c0b-eeeb-4784-a011-d69689a5820c,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-45054,,,2026-06-02T13:36:00Z
f05fe5e6-70a6-490d-a522-8306f8732008,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T13:38:00Z
4893ba5b-e8a2-45db-a339-e22029b631b1,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T13:40:00Z
e11ab7c8-40ba-41b7-a844-1c182a64e764,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-130359,,10 bar,2026-06-02T13:42:00Z
2bb46480-3e60-4b75-9e85-0efc86681085,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-289179,,,2026-06-02T13:43:00Z
98662909-03c1-4abb-883b-a4918041e2c3,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T13:45:00Z
80ade965-4f2c-41f0-92f2-c4faf0932da7,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T13:46:00Z
ec908d5d-4c7e-4309-90ac-fcd7089ba9de,cb8d4ee7-f5ee-4abf-8e46-9e9d4c573855,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,a3514a86-f23b-4592-a652-a63a1cfc4c53,AN-386544,,US,2026-06-02T13:47:00Z
19700cb5-4e21-43f4-bacd-1cae51ab7a39,5451513f-50f3-4a9a-a86d-a9969a23b042,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-314353,,"400V/5,5kW",2026-06-02T13:51:00Z
ae757657-7d43-409d-b982-3b8d18570da1,5451513f-50f3-4a9a-a86d-a9969a23b042,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-49507,,,2026-06-02T13:54:00Z
17991858-1c80-4682-82c5-cba46658602f,5451513f-50f3-4a9a-a86d-a9969a23b042,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T13:56:00Z
15b5879b-944f-403a-acaf-e0ca091e5140,5451513f-50f3-4a9a-a86d-a9969a23b042,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T13:58:00Z
877e5566-92db-45e6-9d48-0d12d9d6d412,5451513f-50f3-4a9a-a86d-a9969a23b042,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-321494,,10 bar,2026-06-02T14:00:00Z
c03708ca-f987-472d-a938-c40da8c43c11,5451513f-50f3-4a9a-a86d-a9969a23b042,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-904624,,,2026-06-02T14:01:00Z
0311ab32-affa-418e-8a62-8d3e52db520a,5451513f-50f3-4a9a-a86d-a9969a23b042,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T14:03:00Z
fca35ab0-781b-4a18-bfa3-997be387e929,5451513f-50f3-4a9a-a86d-a9969a23b042,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T14:04:00Z
96b95a89-c8a9-468e-bbb9-8afa1f8ecb45,5451513f-50f3-4a9a-a86d-a9969a23b042,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-243901,,EU,2026-06-02T14:05:00Z
e318bf7d-4170-4ec2-a42b-d8e20c68cd8a,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-219565,,"400V/5,5kW",2026-06-02T14:09:00Z
967224ba-c0b8-4a88-9d90-23cfb8459a52,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-79547,,,2026-06-02T14:12:00Z
c505bf9e-71f0-4cfb-a21f-fa3e6af985c0,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T14:14:00Z
500b6f5e-149a-418a-82ff-0da202511d3d,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T14:16:00Z
eeed120d-6cc8-453b-a123-b1f7d21b733e,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-634723,,10 bar,2026-06-02T14:18:00Z
b4ef0f11-1071-46eb-bb1d-c14fecf75b66,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-303322,,,2026-06-02T14:19:00Z
0d9b3187-787c-4c2a-bccd-bd75f6de0329,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T14:21:00Z
61ec9ef8-e985-4a06-8183-55afa24e5712,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-417,,2026-06-02T14:22:00Z
3da7cf59-2b9a-4890-998a-30ab63520c96,7219e75f-6ca0-4c76-8c8a-06c78f05ebaa,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-913934,,EU,2026-06-02T14:23:00Z
28a0cfc1-505a-4f9a-9df0-5855e09aa077,89d0a80a-2a29-4454-a020-5d02d8301e3e,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-949153,,"400V/5,5kW",2026-06-02T14:27:00Z
16b81f8e-c58c-48bd-89e7-6ef1449369d6,89d0a80a-2a29-4454-a020-5d02d8301e3e,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-84928,,,2026-06-02T14:30:00Z
97891d9c-dca6-4b21-b853-ead134d2a6a0,89d0a80a-2a29-4454-a020-5d02d8301e3e,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T14:32:00Z
0c6fe8be-24af-4761-ba17-f8017faa0856,89d0a80a-2a29-4454-a020-5d02d8301e3e,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T14:34:00Z
a5d7c71c-a9fb-41c7-9b7d-e00adb5863fd,89d0a80a-2a29-4454-a020-5d02d8301e3e,eff5fdc4-a844-445c-be8a-c6e769ded30d,50a98417-b614-4dab-b3d5-bd357b569c1c,SV-783501,,8 bar,2026-06-02T14:36:00Z
421feb5e-458d-4ed5-833e-2c157b6ec1c8,89d0a80a-2a29-4454-a020-5d02d8301e3e,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-297383,,,2026-06-02T14:37:00Z
b5730ef8-20f3-431d-9d03-97dfae2d8d5e,89d0a80a-2a29-4454-a020-5d02d8301e3e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T14:39:00Z
6aa220e3-1aa8-4377-b69c-58217624a579,89d0a80a-2a29-4454-a020-5d02d8301e3e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T14:40:00Z
f82ad296-2c04-43da-ad7c-dbc243416295,89d0a80a-2a29-4454-a020-5d02d8301e3e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,a3514a86-f23b-4592-a652-a63a1cfc4c53,AN-437145,,US,2026-06-02T14:41:00Z
7a413cf3-a085-4881-ac84-357b0d0eec01,2015641c-8534-44f9-a35f-4c1b89bb8a76,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-494976,,"400V/5,5kW",2026-06-02T14:45:00Z
b0a83106-f2ba-451b-8f01-ca8977bfec68,2015641c-8534-44f9-a35f-4c1b89bb8a76,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-94343,,,2026-06-02T14:48:00Z
4ddd7790-34b4-421c-a0db-428a9c0bbc09,2015641c-8534-44f9-a35f-4c1b89bb8a76,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T14:50:00Z
5d864ccd-c7da-4cf6-9abc-05bfafb6b488,2015641c-8534-44f9-a35f-4c1b89bb8a76,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T14:52:00Z
bee5625c-6ccd-495f-aa12-24dfc0d5bcba,2015641c-8534-44f9-a35f-4c1b89bb8a76,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-930117,,10 bar,2026-06-02T14:54:00Z
27266c50-3961-4ab5-bf30-24aa7a0245e3,2015641c-8534-44f9-a35f-4c1b89bb8a76,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-444432,,,2026-06-02T14:55:00Z
778c81b5-61f5-43a0-a40a-575bb0718344,2015641c-8534-44f9-a35f-4c1b89bb8a76,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T14:57:00Z
73acb643-7df0-48b9-ab0f-78d666b7f8a0,2015641c-8534-44f9-a35f-4c1b89bb8a76,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-417,,2026-06-02T14:58:00Z
b39d54a1-f311-4123-8ff2-d1a3e6c63313,2015641c-8534-44f9-a35f-4c1b89bb8a76,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-952686,,EU,2026-06-02T14:59:00Z
8e2be165-d229-4862-9a0c-d7a96e2770c8,862dbf36-44d2-4e5b-b9c5-99074916b19e,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-659951,,"400V/5,5kW",2026-06-02T15:03:00Z
5f772cdd-d695-4427-a426-b68aa4cdb302,862dbf36-44d2-4e5b-b9c5-99074916b19e,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-41348,,,2026-06-02T15:06:00Z
0602f19a-02b0-4201-97ea-e7a11678260e,862dbf36-44d2-4e5b-b9c5-99074916b19e,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T15:08:00Z
56e8e1ff-41a7-4d2c-9bef-0445280f56de,862dbf36-44d2-4e5b-b9c5-99074916b19e,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T15:10:00Z
b15bd87b-48d3-44de-b333-2d63f14a0e1d,862dbf36-44d2-4e5b-b9c5-99074916b19e,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-424500,,10 bar,2026-06-02T15:12:00Z
3cc8a621-c346-45d3-b291-034d6a8cc0a9,862dbf36-44d2-4e5b-b9c5-99074916b19e,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-947903,,,2026-06-02T15:13:00Z
36555b07-b499-4f7b-8a0b-339e830f9f04,862dbf36-44d2-4e5b-b9c5-99074916b19e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T15:15:00Z
8b890c23-e142-422b-8658-f09afd23c312,862dbf36-44d2-4e5b-b9c5-99074916b19e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T15:16:00Z
22440b94-eeea-4d53-a94e-297b5985167f,862dbf36-44d2-4e5b-b9c5-99074916b19e,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-922471,,EU,2026-06-02T15:17:00Z
ae94b4fd-b6f2-4c3b-849e-9147a15fb58f,99d5e2b2-3bc3-4912-9e80-8176279c30e1,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-781533,,"400V/5,5kW",2026-06-02T15:21:00Z
1c693887-1173-41fa-8c8f-aceedcdbd119,99d5e2b2-3bc3-4912-9e80-8176279c30e1,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-53947,,,2026-06-02T15:24:00Z
1fd45af0-3205-4b5c-bd67-71994003bda9,99d5e2b2-3bc3-4912-9e80-8176279c30e1,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T15:26:00Z
c20bdc6e-d0aa-4dc8-8a6c-d4a9a7648ae2,99d5e2b2-3bc3-4912-9e80-8176279c30e1,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T15:28:00Z
487f1246-9c58-4a85-adec-bcfd68a4e2c5,99d5e2b2-3bc3-4912-9e80-8176279c30e1,eff5fdc4-a844-445c-be8a-c6e769ded30d,50a98417-b614-4dab-b3d5-bd357b569c1c,SV-929822,,8 bar,2026-06-02T15:30:00Z
903372ea-00e8-4983-a8fe-948438b50881,99d5e2b2-3bc3-4912-9e80-8176279c30e1,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-253143,,,2026-06-02T15:31:00Z
dcfe4425-8712-40b1-ba39-518a6c2ffa4f,99d5e2b2-3bc3-4912-9e80-8176279c30e1,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T15:33:00Z
0b6dfb07-fb99-4699-bcd9-97f02e76a3e7,99d5e2b2-3bc3-4912-9e80-8176279c30e1,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T15:34:00Z
ed6e6fbd-f5d5-483a-8b79-a7451bfecf87,99d5e2b2-3bc3-4912-9e80-8176279c30e1,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-244283,,EU,2026-06-02T15:35:00Z
516a4ab1-d3ad-4b64-8fef-10c155507c80,e3615750-7a07-4208-8f12-0caa6518f575,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-924613,,"400V/5,5kW",2026-06-02T15:39:00Z
f4030093-3eae-4d38-9ef7-f056e765285d,e3615750-7a07-4208-8f12-0caa6518f575,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-76535,,,2026-06-02T15:42:00Z
163e44c7-d2e4-4c01-a847-a652ac77e71c,e3615750-7a07-4208-8f12-0caa6518f575,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T15:44:00Z
2abf9117-600f-475d-955e-e0083c006f4e,e3615750-7a07-4208-8f12-0caa6518f575,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T15:46:00Z
b8622d23-6ef1-4fc4-8ae7-856cdbeb98cb,e3615750-7a07-4208-8f12-0caa6518f575,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-681070,,10 bar,2026-06-02T15:48:00Z
5bff414a-eaa0-4807-b783-b0abcce1194b,e3615750-7a07-4208-8f12-0caa6518f575,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-121322,,,2026-06-02T15:49:00Z
096f060d-c55e-4662-bc9c-823d324bd3c9,e3615750-7a07-4208-8f12-0caa6518f575,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T15:51:00Z
3e243e10-10a5-473d-bf0f-2218750e001d,e3615750-7a07-4208-8f12-0caa6518f575,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T15:52:00Z
865e6007-0518-47ab-b35c-435ebdc7c368,e3615750-7a07-4208-8f12-0caa6518f575,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,a3514a86-f23b-4592-a652-a63a1cfc4c53,AN-509420,,US,2026-06-02T15:53:00Z
727ddae8-bbb4-4bf7-a0cd-e2ca4a6767ee,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-505426,,"400V/5,5kW",2026-06-02T15:57:00Z
3ade553e-2545-4acb-a47a-aa3159f6a43c,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-54438,,,2026-06-02T16:00:00Z
da7be84b-bb38-49a5-a7b0-d7c77f82150a,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T16:02:00Z
9b31495e-9cb5-4de3-8de7-243dfdc1941b,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T16:04:00Z
a45551f2-1bae-40e4-ad8b-8d13571ac0b6,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-295892,,10 bar,2026-06-02T16:06:00Z
321dc58d-3409-4117-930b-2902b4bf96f4,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-620306,,,2026-06-02T16:07:00Z
152ab6f3-f2a3-454f-8450-b39656b854a7,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T16:09:00Z
2d76f431-a061-493c-a4e5-18049c03de6f,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T16:10:00Z
cc721594-9b91-4de4-8e4d-b9d7a1958591,e09ba2f5-7e2a-4059-80d9-5647ef5f16be,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-825686,,EU,2026-06-02T16:11:00Z
28e6a42b-c0b2-44e9-8fbe-af1399d8b5e0,1b42069a-f88e-42b6-8f8a-099774de3d4d,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-701800,,"400V/5,5kW",2026-06-02T16:15:00Z
